,artist,track,time,genre,date entered,date peaked,Weeks on Billboard,Top Billboard Rank,Week,Ranking
6370,N'Sync,Bye Bye Bye,3:15,Rock,2000-01-29,2000-04-15,23,4.0,21,27.0
6372,Pink,Most Girls,4:06,Rock,2000-08-12,2000-11-25,27,4.0,21,14.0
6373,"Mumba, Samantha",Gotta Tell You,3:19,Rock,2000-09-09,2000-12-09,22,4.0,21,29.0
6374,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,2000-01-22,29,5.0,21,18.0
6375,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,Rap,1999-11-27,2000-01-08,21,5.0,21,38.0
6376,"Gray, Macy",I Try,3:52,Rock,2000-02-19,2000-05-20,27,5.0,21,16.0
6377,N'Sync,This I Promise You,4:23,Rock,2000-09-30,2000-12-02,26,5.0,21,26.0
6378,Ruff Endz,No More,3:56,Rock,2000-07-01,2000-09-02,26,5.0,21,19.0
6379,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,Rock,2000-01-01,2000-03-18,24,6.0,21,32.0
6380,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,27,6.0,21,14.0
6381,"Dion, Celine",That's The Way It Is,4:03,Rock,1999-11-13,2000-03-04,28,6.0,21,9.0
6382,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,23,6.0,21,33.0
6385,Pink,There U Go,3:23,Rock,2000-03-04,2000-04-08,32,7.0,21,8.0
6387,Nelly,(Hot S**t) Country Grammar,4:17,Rap,2000-04-29,2000-09-16,34,7.0,21,7.0
6388,Next,Wifey,4:03,Rock,2000-05-27,2000-09-09,21,7.0,21,35.0
6390,Sonique,It Feels So Good,3:48,Rock,2000-01-22,2000-04-22,24,8.0,21,21.0
6393,Everclear,Wonderful,4:30,Rock,2000-07-08,2000-09-30,21,11.0,21,45.0
6395,"Rimes, LeAnn",I Need You,3:42,Country,2000-05-27,2000-08-12,25,11.0,21,21.0
6396,Smash Mouth,Then The Morning Comes,3:04,Rock,1999-10-30,2000-01-29,26,11.0,21,27.0
6397,Jay-Z,I Just Wanna Love U (Give It 2 Me),3:50,Rap,2000-10-28,2000-12-30,21,11.0,21,40.0
6398,Jagged Edge,Let's Get Married,4:23,Rock,2000-05-06,2000-07-29,24,11.0,21,24.0
6402,BBMak,Back Here,3:35,Rock,2000-04-29,2000-07-29,31,13.0,21,18.0
6404,Third Eye Blind,Never Let You Go,3:57,Rock,2000-01-22,2000-04-01,22,14.0,21,45.0
6405,Red Hot Chili Peppers,Otherside,4:13,Rock,2000-02-12,2000-05-27,22,14.0,21,29.0
6407,Barenaked Ladies,Pinch Me,3:46,Rock,2000-09-09,2000-11-25,21,15.0,21,44.0
6410,Sting,Desert Rose,3:52,Rock,2000-05-13,2000-08-26,26,17.0,21,30.0
6413,Foo Fighters,Learn To Fly,3:55,Rock,1999-10-16,2000-01-22,21,19.0,21,50.0
6418,Train,Meet Virginia,3:55,Rock,1999-10-09,2000-01-22,27,20.0,21,32.0
6422,Ludacris,What's Your Fantasy,4:16,Rap,2000-09-30,2000-12-16,22,21.0,21,41.0
6425,SoulDecision,Faded,3:25,Rock,2000-07-08,2000-09-09,24,22.0,21,34.0
6428,Vertical Horizon,You're A God,3:45,Rock,2000-08-26,2000-11-04,21,23.0,21,49.0
6435,Kandi,Don't Think I'm Not,3:50,Rock,2000-08-05,2000-10-07,24,24.0,21,30.0
6443,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,26,26.0,21,31.0
6445,DMX,Party Up (Up In Here),3:45,Rap,2000-02-26,2000-04-22,21,27.0,21,43.0
6448,"Tritt, Travis",Best Of Intentions,4:15,Country,2000-08-19,2000-12-02,22,27.0,21,49.0
6455,"McGraw, Tim",My Best Friend,4:33,Country,1999-11-27,2000-01-29,21,29.0,21,48.0
6492,"Strait, George",Go On,3:48,Country,2000-08-26,2000-10-28,20,40.0,21,97.0
6497,Amber,Sexual (Li Da Di),4:38,Rock,1999-07-17,2000-02-12,29,42.0,21,88.0
6523,"Gill, Vince",Feels Like Love,4:13,Country,2000-09-02,2000-11-18,20,52.0,21,89.0
6657,Destiny's Child,Independent Women Part I,3:38,Rock,2000-09-23,2000-11-18,28,1.0,22,7.0
6658,Santana,"Maria, Maria",4:18,Rock,2000-02-12,2000-04-08,26,1.0,22,21.0
6659,Savage Garden,I Knew I Loved You,4:07,Rock,1999-10-23,2000-01-29,33,1.0,22,8.0
6660,Madonna,Music,3:45,Rock,2000-08-12,2000-09-16,24,1.0,22,27.0
6662,Janet,Doesn't Really Matter,4:17,Rock,2000-06-17,2000-08-26,24,1.0,22,37.0
6663,Destiny's Child,Say My Name,4:31,Rock,1999-12-25,2000-03-18,32,1.0,22,7.0
6665,Sisqo,Incomplete,3:52,Rock,2000-06-24,2000-08-12,26,1.0,22,20.0
6667,N'Sync,It's Gonna Be Me,3:10,Rock,2000-05-06,2000-07-29,25,1.0,22,23.0
6668,"Aguilera, Christina",What A Girl Wants,3:18,Rock,1999-11-27,2000-01-15,24,1.0,22,40.0
6669,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,41,1.0,22,3.0
6670,Creed,With Arms Wide Open,3:52,Rock,2000-05-13,2000-11-11,47,1.0,22,7.0
6671,Aaliyah,Try Again,4:03,Rock,2000-03-18,2000-06-17,32,1.0,22,5.0
6672,matchbox twenty,Bent,4:12,Rock,2000-04-29,2000-07-22,39,1.0,22,4.0
6674,"Hill, Faith",Breathe,4:04,Rap,1999-11-06,2000-04-22,53,2.0,22,3.0
6675,Mya,Case Of The Ex (Whatcha Gonna Do),3:50,Rock,2000-08-19,2000-12-02,30,2.0,22,4.0
6676,Dream,He Loves U Not,3:43,Rock,2000-09-30,2000-12-30,28,2.0,22,11.0
6677,"Braxton, Toni",He Wasn't Man Enough,4:21,Rock,2000-03-18,2000-05-06,37,2.0,22,13.0
6678,"Anthony, Marc",You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,32,2.0,22,16.0
6680,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,32,3.0,22,4.0
6681,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,53,3.0,22,7.0
6682,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,28,3.0,22,8.0
6683,"Aguilera, Christina",I Turn To You,4:00,Rock,2000-04-15,2000-07-01,22,3.0,22,50.0
6684,"Houston, Whitney",My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,28,4.0,22,10.0
6685,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,44,4.0,22,11.0
6686,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,32,4.0,22,9.0
6687,N'Sync,Bye Bye Bye,3:15,Rock,2000-01-29,2000-04-15,23,4.0,22,34.0
6689,Pink,Most Girls,4:06,Rock,2000-08-12,2000-11-25,27,4.0,22,16.0
6690,"Mumba, Samantha",Gotta Tell You,3:19,Rock,2000-09-09,2000-12-09,22,4.0,22,36.0
6691,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,2000-01-22,29,5.0,22,17.0
6693,"Gray, Macy",I Try,3:52,Rock,2000-02-19,2000-05-20,27,5.0,22,16.0
6694,N'Sync,This I Promise You,4:23,Rock,2000-09-30,2000-12-02,26,5.0,22,30.0
6695,Ruff Endz,No More,3:56,Rock,2000-07-01,2000-09-02,26,5.0,22,22.0
6696,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,Rock,2000-01-01,2000-03-18,24,6.0,22,34.0
6697,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,27,6.0,22,18.0
6698,"Dion, Celine",That's The Way It Is,4:03,Rock,1999-11-13,2000-03-04,28,6.0,22,10.0
6699,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,23,6.0,22,41.0
6702,Pink,There U Go,3:23,Rock,2000-03-04,2000-04-08,32,7.0,22,9.0
6704,Nelly,(Hot S**t) Country Grammar,4:17,Rap,2000-04-29,2000-09-16,34,7.0,22,7.0
6707,Sonique,It Feels So Good,3:48,Rock,2000-01-22,2000-04-22,24,8.0,22,31.0
6712,"Rimes, LeAnn",I Need You,3:42,Country,2000-05-27,2000-08-12,25,11.0,22,24.0
6713,Smash Mouth,Then The Morning Comes,3:04,Rock,1999-10-30,2000-01-29,26,11.0,22,31.0
6715,Jagged Edge,Let's Get Married,4:23,Rock,2000-05-06,2000-07-29,24,11.0,22,29.0
6719,BBMak,Back Here,3:35,Rock,2000-04-29,2000-07-29,31,13.0,22,17.0
6721,Third Eye Blind,Never Let You Go,3:57,Rock,2000-01-22,2000-04-01,22,14.0,22,46.0
6722,Red Hot Chili Peppers,Otherside,4:13,Rock,2000-02-12,2000-05-27,22,14.0,22,45.0
6727,Sting,Desert Rose,3:52,Rock,2000-05-13,2000-08-26,26,17.0,22,32.0
6733,Lil Bow Wow,Bounce With Me,3:22,Rap,2000-08-19,2000-09-16,20,20.0,22,100.0
6735,Train,Meet Virginia,3:55,Rock,1999-10-09,2000-01-22,27,20.0,22,37.0
6739,Ludacris,What's Your Fantasy,4:16,Rap,2000-09-30,2000-12-16,22,21.0,22,47.0
6742,SoulDecision,Faded,3:25,Rock,2000-07-08,2000-09-09,24,22.0,22,38.0
6752,Kandi,Don't Think I'm Not,3:50,Rock,2000-08-05,2000-10-07,24,24.0,22,40.0
6755,"Moore, Mandy",I Wanna Be With You,4:12,Pop,2000-06-17,2000-08-12,23,24.0,22,93.0
6760,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,26,26.0,22,28.0
6765,"Tritt, Travis",Best Of Intentions,4:15,Country,2000-08-19,2000-12-02,22,27.0,22,48.0
6814,Amber,Sexual (Li Da Di),4:38,Rock,1999-07-17,2000-02-12,29,42.0,22,79.0
6974,Destiny's Child,Independent Women Part I,3:38,Rock,2000-09-23,2000-11-18,28,1.0,23,10.0
6975,Santana,"Maria, Maria",4:18,Rock,2000-02-12,2000-04-08,26,1.0,23,26.0
6976,Savage Garden,I Knew I Loved You,4:07,Rock,1999-10-23,2000-01-29,33,1.0,23,8.0
6977,Madonna,Music,3:45,Rock,2000-08-12,2000-09-16,24,1.0,23,29.0
6979,Janet,Doesn't Really Matter,4:17,Rock,2000-06-17,2000-08-26,24,1.0,23,40.0
6980,Destiny's Child,Say My Name,4:31,Rock,1999-12-25,2000-03-18,32,1.0,23,10.0
6982,Sisqo,Incomplete,3:52,Rock,2000-06-24,2000-08-12,26,1.0,23,25.0
6984,N'Sync,It's Gonna Be Me,3:10,Rock,2000-05-06,2000-07-29,25,1.0,23,28.0
6985,"Aguilera, Christina",What A Girl Wants,3:18,Rock,1999-11-27,2000-01-15,24,1.0,23,39.0
6986,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,41,1.0,23,3.0
6987,Creed,With Arms Wide Open,3:52,Rock,2000-05-13,2000-11-11,47,1.0,23,5.0
6988,Aaliyah,Try Again,4:03,Rock,2000-03-18,2000-06-17,32,1.0,23,6.0
6989,matchbox twenty,Bent,4:12,Rock,2000-04-29,2000-07-22,39,1.0,23,6.0
6991,"Hill, Faith",Breathe,4:04,Rap,1999-11-06,2000-04-22,53,2.0,23,3.0
6992,Mya,Case Of The Ex (Whatcha Gonna Do),3:50,Rock,2000-08-19,2000-12-02,30,2.0,23,4.0
6993,Dream,He Loves U Not,3:43,Rock,2000-09-30,2000-12-30,28,2.0,23,10.0
6994,"Braxton, Toni",He Wasn't Man Enough,4:21,Rock,2000-03-18,2000-05-06,37,2.0,23,13.0
6995,"Anthony, Marc",You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,32,2.0,23,20.0
6997,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,32,3.0,23,6.0
6998,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,53,3.0,23,6.0
6999,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,28,3.0,23,13.0
7001,"Houston, Whitney",My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,28,4.0,23,11.0
7002,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,44,4.0,23,10.0
7003,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,32,4.0,23,9.0
7004,N'Sync,Bye Bye Bye,3:15,Rock,2000-01-29,2000-04-15,23,4.0,23,40.0
7006,Pink,Most Girls,4:06,Rock,2000-08-12,2000-11-25,27,4.0,23,18.0
7008,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,2000-01-22,29,5.0,23,18.0
7010,"Gray, Macy",I Try,3:52,Rock,2000-02-19,2000-05-20,27,5.0,23,21.0
7011,N'Sync,This I Promise You,4:23,Rock,2000-09-30,2000-12-02,26,5.0,23,30.0
7012,Ruff Endz,No More,3:56,Rock,2000-07-01,2000-09-02,26,5.0,23,23.0
7013,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,Rock,2000-01-01,2000-03-18,24,6.0,23,45.0
7014,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,27,6.0,23,26.0
7015,"Dion, Celine",That's The Way It Is,4:03,Rock,1999-11-13,2000-03-04,28,6.0,23,14.0
7016,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,23,6.0,23,43.0
7019,Pink,There U Go,3:23,Rock,2000-03-04,2000-04-08,32,7.0,23,12.0
7021,Nelly,(Hot S**t) Country Grammar,4:17,Rap,2000-04-29,2000-09-16,34,7.0,23,8.0
7024,Sonique,It Feels So Good,3:48,Rock,2000-01-22,2000-04-22,24,8.0,23,38.0
7029,"Rimes, LeAnn",I Need You,3:42,Country,2000-05-27,2000-08-12,25,11.0,23,25.0
7030,Smash Mouth,Then The Morning Comes,3:04,Rock,1999-10-30,2000-01-29,26,11.0,23,33.0
7032,Jagged Edge,Let's Get Married,4:23,Rock,2000-05-06,2000-07-29,24,11.0,23,36.0
7036,BBMak,Back Here,3:35,Rock,2000-04-29,2000-07-29,31,13.0,23,16.0
7044,Sting,Desert Rose,3:52,Rock,2000-05-13,2000-08-26,26,17.0,23,42.0
7052,Train,Meet Virginia,3:55,Rock,1999-10-09,2000-01-22,27,20.0,23,37.0
7059,SoulDecision,Faded,3:25,Rock,2000-07-08,2000-09-09,24,22.0,23,45.0
7069,Kandi,Don't Think I'm Not,3:50,Rock,2000-08-05,2000-10-07,24,24.0,23,36.0
7072,"Moore, Mandy",I Wanna Be With You,4:12,Pop,2000-06-17,2000-08-12,23,24.0,23,91.0
7077,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,26,26.0,23,30.0
7131,Amber,Sexual (Li Da Di),4:38,Rock,1999-07-17,2000-02-12,29,42.0,23,76.0
7291,Destiny's Child,Independent Women Part I,3:38,Rock,2000-09-23,2000-11-18,28,1.0,24,12.0
7292,Santana,"Maria, Maria",4:18,Rock,2000-02-12,2000-04-08,26,1.0,24,36.0
7293,Savage Garden,I Knew I Loved You,4:07,Rock,1999-10-23,2000-01-29,33,1.0,24,12.0
7294,Madonna,Music,3:45,Rock,2000-08-12,2000-09-16,24,1.0,24,44.0
7296,Janet,Doesn't Really Matter,4:17,Rock,2000-06-17,2000-08-26,24,1.0,24,41.0
7297,Destiny's Child,Say My Name,4:31,Rock,1999-12-25,2000-03-18,32,1.0,24,13.0
7299,Sisqo,Incomplete,3:52,Rock,2000-06-24,2000-08-12,26,1.0,24,31.0
7301,N'Sync,It's Gonna Be Me,3:10,Rock,2000-05-06,2000-07-29,25,1.0,24,38.0
7302,"Aguilera, Christina",What A Girl Wants,3:18,Rock,1999-11-27,2000-01-15,24,1.0,24,44.0
7303,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,41,1.0,24,6.0
7304,Creed,With Arms Wide Open,3:52,Rock,2000-05-13,2000-11-11,47,1.0,24,3.0
7305,Aaliyah,Try Again,4:03,Rock,2000-03-18,2000-06-17,32,1.0,24,9.0
7306,matchbox twenty,Bent,4:12,Rock,2000-04-29,2000-07-22,39,1.0,24,9.0
7308,"Hill, Faith",Breathe,4:04,Rap,1999-11-06,2000-04-22,53,2.0,24,3.0
7309,Mya,Case Of The Ex (Whatcha Gonna Do),3:50,Rock,2000-08-19,2000-12-02,30,2.0,24,8.0
7310,Dream,He Loves U Not,3:43,Rock,2000-09-30,2000-12-30,28,2.0,24,19.0
7311,"Braxton, Toni",He Wasn't Man Enough,4:21,Rock,2000-03-18,2000-05-06,37,2.0,24,13.0
7312,"Anthony, Marc",You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,32,2.0,24,20.0
7314,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,32,3.0,24,7.0
7315,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,53,3.0,24,6.0
7316,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,28,3.0,24,17.0
7318,"Houston, Whitney",My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,28,4.0,24,20.0
7319,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,44,4.0,24,12.0
7320,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,32,4.0,24,7.0
7323,Pink,Most Girls,4:06,Rock,2000-08-12,2000-11-25,27,4.0,24,21.0
7325,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,2000-01-22,29,5.0,24,19.0
7327,"Gray, Macy",I Try,3:52,Rock,2000-02-19,2000-05-20,27,5.0,24,27.0
7328,N'Sync,This I Promise You,4:23,Rock,2000-09-30,2000-12-02,26,5.0,24,39.0
7329,Ruff Endz,No More,3:56,Rock,2000-07-01,2000-09-02,26,5.0,24,24.0
7330,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,Rock,2000-01-01,2000-03-18,24,6.0,24,47.0
7331,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,27,6.0,24,30.0
7332,"Dion, Celine",That's The Way It Is,4:03,Rock,1999-11-13,2000-03-04,28,6.0,24,16.0
7336,Pink,There U Go,3:23,Rock,2000-03-04,2000-04-08,32,7.0,24,16.0
7338,Nelly,(Hot S**t) Country Grammar,4:17,Rap,2000-04-29,2000-09-16,34,7.0,24,10.0
7341,Sonique,It Feels So Good,3:48,Rock,2000-01-22,2000-04-22,24,8.0,24,49.0
7346,"Rimes, LeAnn",I Need You,3:42,Country,2000-05-27,2000-08-12,25,11.0,24,30.0
7347,Smash Mouth,Then The Morning Comes,3:04,Rock,1999-10-30,2000-01-29,26,11.0,24,35.0
7349,Jagged Edge,Let's Get Married,4:23,Rock,2000-05-06,2000-07-29,24,11.0,24,47.0
7353,BBMak,Back Here,3:35,Rock,2000-04-29,2000-07-29,31,13.0,24,22.0
7361,Sting,Desert Rose,3:52,Rock,2000-05-13,2000-08-26,26,17.0,24,45.0
7369,Train,Meet Virginia,3:55,Rock,1999-10-09,2000-01-22,27,20.0,24,42.0
7376,SoulDecision,Faded,3:25,Rock,2000-07-08,2000-09-09,24,22.0,24,50.0
7386,Kandi,Don't Think I'm Not,3:50,Rock,2000-08-05,2000-10-07,24,24.0,24,41.0
7389,"Moore, Mandy",I Wanna Be With You,4:12,Pop,2000-06-17,2000-08-12,23,24.0,24,91.0
7394,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,26,26.0,24,32.0
7448,Amber,Sexual (Li Da Di),4:38,Rock,1999-07-17,2000-02-12,29,42.0,24,69.0
7608,Destiny's Child,Independent Women Part I,3:38,Rock,2000-09-23,2000-11-18,28,1.0,25,15.0
7609,Santana,"Maria, Maria",4:18,Rock,2000-02-12,2000-04-08,26,1.0,25,48.0
7610,Savage Garden,I Knew I Loved You,4:07,Rock,1999-10-23,2000-01-29,33,1.0,25,14.0
7614,Destiny's Child,Say My Name,4:31,Rock,1999-12-25,2000-03-18,32,1.0,25,14.0
7616,Sisqo,Incomplete,3:52,Rock,2000-06-24,2000-08-12,26,1.0,25,32.0
7618,N'Sync,It's Gonna Be Me,3:10,Rock,2000-05-06,2000-07-29,25,1.0,25,48.0
7620,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,41,1.0,25,6.0
7621,Creed,With Arms Wide Open,3:52,Rock,2000-05-13,2000-11-11,47,1.0,25,3.0
7622,Aaliyah,Try Again,4:03,Rock,2000-03-18,2000-06-17,32,1.0,25,13.0
7623,matchbox twenty,Bent,4:12,Rock,2000-04-29,2000-07-22,39,1.0,25,12.0
7625,"Hill, Faith",Breathe,4:04,Rap,1999-11-06,2000-04-22,53,2.0,25,2.0
7626,Mya,Case Of The Ex (Whatcha Gonna Do),3:50,Rock,2000-08-19,2000-12-02,30,2.0,25,11.0
7627,Dream,He Loves U Not,3:43,Rock,2000-09-30,2000-12-30,28,2.0,25,23.0
7628,"Braxton, Toni",He Wasn't Man Enough,4:21,Rock,2000-03-18,2000-05-06,37,2.0,25,15.0
7629,"Anthony, Marc",You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,32,2.0,25,22.0
7631,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,32,3.0,25,6.0
7632,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,53,3.0,25,6.0
7633,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,28,3.0,25,24.0
7635,"Houston, Whitney",My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,28,4.0,25,22.0
7636,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,44,4.0,25,10.0
7637,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,32,4.0,25,9.0
7640,Pink,Most Girls,4:06,Rock,2000-08-12,2000-11-25,27,4.0,25,26.0
7642,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,2000-01-22,29,5.0,25,19.0
7644,"Gray, Macy",I Try,3:52,Rock,2000-02-19,2000-05-20,27,5.0,25,34.0
7645,N'Sync,This I Promise You,4:23,Rock,2000-09-30,2000-12-02,26,5.0,25,41.0
7646,Ruff Endz,No More,3:56,Rock,2000-07-01,2000-09-02,26,5.0,25,33.0
7648,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,27,6.0,25,36.0
7649,"Dion, Celine",That's The Way It Is,4:03,Rock,1999-11-13,2000-03-04,28,6.0,25,26.0
7653,Pink,There U Go,3:23,Rock,2000-03-04,2000-04-08,32,7.0,25,20.0
7655,Nelly,(Hot S**t) Country Grammar,4:17,Rap,2000-04-29,2000-09-16,34,7.0,25,11.0
7663,"Rimes, LeAnn",I Need You,3:42,Country,2000-05-27,2000-08-12,25,11.0,25,41.0
7664,Smash Mouth,Then The Morning Comes,3:04,Rock,1999-10-30,2000-01-29,26,11.0,25,41.0
7670,BBMak,Back Here,3:35,Rock,2000-04-29,2000-07-29,31,13.0,25,24.0
7678,Sting,Desert Rose,3:52,Rock,2000-05-13,2000-08-26,26,17.0,25,42.0
7686,Train,Meet Virginia,3:55,Rock,1999-10-09,2000-01-22,27,20.0,25,46.0
7706,"Moore, Mandy",I Wanna Be With You,4:12,Pop,2000-06-17,2000-08-12,23,24.0,25,90.0
7711,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,26,26.0,25,39.0
7765,Amber,Sexual (Li Da Di),4:38,Rock,1999-07-17,2000-02-12,29,42.0,25,69.0
7925,Destiny's Child,Independent Women Part I,3:38,Rock,2000-09-23,2000-11-18,28,1.0,26,22.0
7926,Santana,"Maria, Maria",4:18,Rock,2000-02-12,2000-04-08,26,1.0,26,47.0
7927,Savage Garden,I Knew I Loved You,4:07,Rock,1999-10-23,2000-01-29,33,1.0,26,17.0
7931,Destiny's Child,Say My Name,4:31,Rock,1999-12-25,2000-03-18,32,1.0,26,18.0
7933,Sisqo,Incomplete,3:52,Rock,2000-06-24,2000-08-12,26,1.0,26,46.0
7937,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,41,1.0,26,1.0
7938,Creed,With Arms Wide Open,3:52,Rock,2000-05-13,2000-11-11,47,1.0,26,3.0
7939,Aaliyah,Try Again,4:03,Rock,2000-03-18,2000-06-17,32,1.0,26,14.0
7940,matchbox twenty,Bent,4:12,Rock,2000-04-29,2000-07-22,39,1.0,26,13.0
7942,"Hill, Faith",Breathe,4:04,Rap,1999-11-06,2000-04-22,53,2.0,26,2.0
7943,Mya,Case Of The Ex (Whatcha Gonna Do),3:50,Rock,2000-08-19,2000-12-02,30,2.0,26,15.0
7944,Dream,He Loves U Not,3:43,Rock,2000-09-30,2000-12-30,28,2.0,26,28.0
7945,"Braxton, Toni",He Wasn't Man Enough,4:21,Rock,2000-03-18,2000-05-06,37,2.0,26,16.0
7946,"Anthony, Marc",You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,32,2.0,26,25.0
7948,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,32,3.0,26,8.0
7949,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,53,3.0,26,5.0
7950,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,28,3.0,26,31.0
7952,"Houston, Whitney",My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,28,4.0,26,27.0
7953,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,44,4.0,26,6.0
7954,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,32,4.0,26,10.0
7957,Pink,Most Girls,4:06,Rock,2000-08-12,2000-11-25,27,4.0,26,39.0
7959,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,2000-01-22,29,5.0,26,22.0
7961,"Gray, Macy",I Try,3:52,Rock,2000-02-19,2000-05-20,27,5.0,26,40.0
7962,N'Sync,This I Promise You,4:23,Rock,2000-09-30,2000-12-02,26,5.0,26,49.0
7963,Ruff Endz,No More,3:56,Rock,2000-07-01,2000-09-02,26,5.0,26,38.0
7965,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,27,6.0,26,41.0
7966,"Dion, Celine",That's The Way It Is,4:03,Rock,1999-11-13,2000-03-04,28,6.0,26,31.0
7970,Pink,There U Go,3:23,Rock,2000-03-04,2000-04-08,32,7.0,26,22.0
7972,Nelly,(Hot S**t) Country Grammar,4:17,Rap,2000-04-29,2000-09-16,34,7.0,26,12.0
7981,Smash Mouth,Then The Morning Comes,3:04,Rock,1999-10-30,2000-01-29,26,11.0,26,48.0
7987,BBMak,Back Here,3:35,Rock,2000-04-29,2000-07-29,31,13.0,26,30.0
7995,Sting,Desert Rose,3:52,Rock,2000-05-13,2000-08-26,26,17.0,26,49.0
8003,Train,Meet Virginia,3:55,Rock,1999-10-09,2000-01-22,27,20.0,26,50.0
8023,"Moore, Mandy",I Wanna Be With You,4:12,Pop,2000-06-17,2000-08-12,23,24.0,26,89.0
8028,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,26,26.0,26,35.0
8082,Amber,Sexual (Li Da Di),4:38,Rock,1999-07-17,2000-02-12,29,42.0,26,59.0
8242,Destiny's Child,Independent Women Part I,3:38,Rock,2000-09-23,2000-11-18,28,1.0,27,29.0
8244,Savage Garden,I Knew I Loved You,4:07,Rock,1999-10-23,2000-01-29,33,1.0,27,21.0
